score,content
1,为什么 做 什么 都 错误
1,讨厌 为什么 不去 医院
1,老板 我要 投诉 小 机器人
0,今天 有嘛子 好看
1,说 手机 网速 太慢
0,贝贝 她 大家 开心果
1,越 爱 越 恨
0,喜欢 杨 远程
0,小 清新 还 上课
0,欢迎 孙庄 人
1,就 说 说 什么 说 什么 叫 去 死
0,日 韩 美女
0,还 蛮有意思 就 想到 这个
0,分个 手有 什么 膜拜
0,小 机器人 和平共处 啦 又 不是 杀夫 仇人
0,请 帮 达 达 爱护
0,飘 蝌蚪 说 他 喜欢
1,明星 对 无理
1,连 个 心情沉重 都 不 明白 干 啥 用
0,秘书 自由 冷静 一下 吧
0,范范 还是 觉得 比较 可爱
0,想要 机器人 美女 还是 人类 美眉 呢
1,为什么 爱 发火 怎么 能 改 坏脾气
0,喜欢 听歌 睡觉
1,一汽大众 唾弃 成
1,额 好 难吃
0,开心 跟 听 不 听 清楚 毛 关系
0,心 被 牢牢 拴住 不可 解脱
0,好 期待 答案
1,干什么 呢 很 无聊
0,什么 歌 好听 推荐 点
1,乱 偷人 就是 不 对
0,就 喜欢 糖果 骚劲 一样 哈哈哈
1,额 这个 好无语 呢
0,好 想 个人 关心
1,捡 钱 还 不好
1,上群 骂人 去
0,能 安静 些 不
0,只省 下 最后 一口气
0,小 会 接受 小 系统 设置 还是 真人 呢
1,怎么办 很 难过
0,你好 诚实 奖励 棒棒糖 一个
1,爸妈 吵架 心情 很 不好
0,微笑 个 猪
0,就 这句 中 听
1,地下城 勇士 后用 外挂
1,麻烦 请 先加 好友 再 聊天
1,今天 开 号 真 变态
0,给 来 一句 洗 干净 等 呢
0,希望 以后 要 听 各位 哥哥 姐姐 的话
1,滚 都 爷爷 看不上
1,表情 惊恐 机器人 也 会 骂人
0,他发 美女 诱惑
0,山西省 晋中市 和顺县 天气
0,好玩 吧 米诺
0,汗 希望 得到 学习 好 方法
0,记得 小时候 好玩 游戏
0,明天 生日 祝 生日快乐
1,就 喜欢 欺负 小孩
0,郧县 哪 好玩
0,你好 好玩 哈
1,打电话 跟 老板 投诉 去
0,带 震动 安全套
1,咋 晚 谁 骂人
0,正确 做爱 步骤
0,还 有趣 嘛
1,也 走神 时候 问 怎样才能 美白
0,豆豆 咋 那么 可爱 类
0,宝宝 喜欢 贝贝
0,要是 很 喜欢 他 呢
1,小美 这样 不 对
0,嗯 幽默 人 愉悦
0,还是 美女 集中营 管理 哦
0,呢 个 爱好
1,真的 不好 使
0,幸运 测试
0,周杰伦 什么 好听 歌曲
0,东北 美女 多
0,小三小四 你们 相爱 吧
0,喜欢 方芳 怎么办
1,就是 下班 无聊 才 找 聊天
1,小看 一下 今天 娱乐 头条 什么
0,详细 纳什 均衡
0,呵呵 先 拜拜 咯 机器人 新年快乐
0,互赞加 天天 按时 赞 只求 良心 回赞
1,那 聊天 很 没意思
0,医学 很 可爱 可爱 得 有点 差 哦
0,说话 咋 能 好听
1,六月 里 人 每 一次 忧
1,老板 个 不良 品
0,宝贝 们 说书 求赞 动动 你们 可爱 小手 顶下 呗
1,木材 糊涂 难 啦 再 骂 吧 那 一脸
0,冲动 最新 班得
1,贫穷 用 英语 怎么 写
1,可是 什么 就是 不好
0,共 投入 一特 他 热
0,周到 多 大
1,斩 这个 极其 败类
0,精确 问 大 咪咪 答 奴婢 主人 有何 吩咐
1,翔宇 骗子 骗 小妹妹 糖 吃
0,如果 一个男孩 喜欢 一个 女孩 那个 男孩 该 怎么办
1,叫 花心 男滚
0,机器人 也 会 感觉 深奥
0,毛泽东 什么 真实
0,算了 跟 聊天 真不给力
0,文明 中国 不见得 呢
1,呵呵 就 代表 不好
1,想 说 最近 很烦 什么 办法 能 解忧
0,哈哈 表情 得意
0,好 什么 东西 比较 好吃
0,问 被 一个 人 喜欢 什么 感觉
1,小 机器人 你好 恶心
1,呵呵 真的 走神
0,求 好看 电视 连续剧
0,美女 叫 都 没有 人来
0,临汾 哪 便宜
0,去 最高 山 疯
1,你好 哦 怎么 感觉 上课 越来越 没意思
0,那 直接 说 喜欢
1,被 冤枉 人 都 很傻 抵死
0,小艾 最 喜欢 演
0,觉得 兔子 很 可爱
0,心醉 我们 俩成 足球队
1,无聊 时候 聊天 还 真 挺 有意思
0,喜欢 什么 用 要 照相
1,给 歌曲 都 不行 发 一点 泥煤
0,后天 精彩 预告
1,告诉 哪里 单身 美女 求 勾搭
0,天 真的 老公
1,敷衍 唐朝 谁 建立 也 不 知道 谁 信
0,点点 要常来 哦 现在 群 在逃犯 带领 下 都 美女 帅哥 哦
0,我刚 家里 事情 多 坐不住
1,才 神经病 都 说 同性
0,心灵 唱 吧
0,管家 头像 真 漂亮
0,天正 妈祖 晚才 好吃
0,我要 当送 牛奶 银川 有木有 工资 不 限
1,心里 不 舒服 给 讲个 笑话
0,有人 喜欢 密码
0,全世界 最 聪明 人
0,又 认 个 爸爸
1,小 助手 最 变态 怎么 理解
0,别 指望 老 跳 那 只
0,优雅 打得 蛮 好
0,放放 更 健康
0,万科 欢乐谷 活动
0,那 要 跪拜
1,心情 不好 该 做 啥
0,打开 通讯 数字通讯
1,送 去 神经 医院
1,这个 冷笑 话 不好 笑
1,今天 哥 心情 不太好
0,爱 里 平常 美丽
0,美女 比如 比小 叫 做 他 姐肯 不
1,马化腾 脑子 有病
1,哎呀 太 没劲
0,幸福 天空 哪有 这么 好吃 别人
0,广州 哪 一栋 楼 最高
1,很多 说 什么 小羊 年 咋样 觉得 倒 也 无所谓
0,我要 听 最 幸福 人
0,好 吧 乖乖 亲亲 一口
0,呵呵 膜拜 吧 我受 着 哈哈
1,听众 加 好 快 哦 羡慕 嫉妒 恨
0,哈哈哈 你好 文明
0,知道 减肥 最好 办法
1,懒洋洋 头上 什么
0,什么 奖励 说说看
0,安康 白水 高速
0,快 来 广场 好玩
0,那 意思 内心 强大 咯
1,他妈的 外面 放烟火 吵死
1,当 男友 不当 就 不理
1,郁闷 终于 看到 耶
1,咬起来 麻烦 一嘴 毛
1,很 好 就是 不好
0,师兄 爱妃 妹妹 喜欢 鼻子
0,掌声 奖励 一把 屎
1,骗赞 只 合作 一次 大爷
0,机器人 竟然 还 知道 低调
1,没意思 表情 抠 鼻
0,什么 事情 算是 开心
1,送 出去 跟 老大 投诉 这个 不 合格
1,来 搜 打打 投诉
0,对 未来 社会安定 北京 北京
1,相信 薄熙来 被 陷害
1,表示 拥有 女朋友 以后 对 好 兄弟 些 变得 自私 多杰 就 例子
1,哎 机器人 辛苦
0,哪个 管理 同意 进来
0,开通 机器人 各项 功能
1,知道 啦 找 介绍 个 行不行
1,彻底 绝望 放弃 静静的 喝 着 水
1,我晕 牛头不对 马脚
1,那 这么 自信 说 出来 走 点 自负 表现
0,幸福 给 介绍 给 个 对象
0,好 吧 其实 喜欢
0,好听 给 听
1,很 奇怪 无 语
1,小海 太 幼稚
0,这个 号 主要 做 什么
1,问 微笑 什么 答 花心 大萝卜
1,他妈的 这些 天 好多 人 私密
0,帮 想 办法 怎样才能 开心
0,背后 是否 接受 对方
0,好听 不 蓝恋
0,额 领会 精神 就是 喊
0,已经 最高 境界
1,哼 机器人 讨厌 哼
0,提鞋 很 可爱
1,妈妈 给 吧
1,底下 流 好多 血
0,家族 什么 好听
0,随 啦 意思 还 说 什么 乐意 服务
1,不 对 猪
1,说 失忆 帅哥 最坏
1,不 吹牛 睡觉
0,知道 桂林 哪里 最 好玩
1,机器人 帮 改哈 给 改 这个 改 麻烦 得 很
1,说 不 说 不说 算了
0,所以 我们 都 叫 微笑
0,她 说 得 很 清楚
0,回家 跪 方便面 不许 碎
0,小七 通过 审核 没有
0,找 人 肯定 心里 都 有事
0,这个 机器人 好玩 阿
1,这 机器人 神经错乱
0,也 慕名而来 而已
1,呜呜 呜呜 呜 浩哥 脱单 难过
0,黑鸟 太 老实
1,果然 个 假 哥 居然 无聊 机器人 聊天
0,喜欢 上 一个 人 怎么 才能 追到 他 呢
1,他 妈 就是 个 病 机器人
0,谁 说 文明 人
0,刚好 相反 岁
1,应不应该 还 只是 读书
0,時閒 旒 逝 美女 呢
0,正好 把 睡
1,呵呵 怎么 很 辛苦 当 呵呵 什么 都 不 懂
0,骚 狐狸 自由 还 没 结婚 哦
0,看来 挺 乐于助人
0,致敬 吃 吧
0,快乐 欠 花
1,可以 不 交流
1,看 可是 不管 用
0,够 理智 睡 啦
0,呵呵 嗯 支持
0,前面 珍惜 后面 名字
0,那 又 变 聪明 方法
0,请问 喜欢 哪 一个 明星
0,欢迎 如果 通宵 它 都 欢迎
0,给 讲点 做人 道理 塞
1,可惜 太笨 连 一半 都 比不上
0,那么 可爱 当然 喜欢
0,安慰 那 美女
1,麻烦 早泄 杨 老板 江门市 美容院 哪里
0,年会 快乐 女生
0,什么 时候 开通 群 签到
0,宝宝 欢迎 美女
1,估计 不 好吃
0,笑 什么 这么 开心
0,再 给 仨 赞 回 谢谢
0,西南 什么 地方 美女 多
0,脱裤子 可以 舒服
0,上 哪里 剪头发 剪得 最好 呢
0,哈 结婚 阿娇 客户 接 额花 爱好
1,个 损色 唱 不好 就 别上去 显摆
0,楚楚 那 雇来 这 活宝
0,还有 木有 赞 乐 秒 赞 秒 回 哦
1,才 真正 傻瓜 哈哈
0,小 贱货 喜欢 女人
1,牛 逼 无聊
1,蝴蝶 手机 丢 心疼 不
0,爱 五百万 还 高兴
1,唉 有点 难过
0,今天 打架 冲动
0,也 喜欢 王子
1,却 一点 都 不 高兴
0,考 厨师 要 符合 什么 标准
1,写 投诉信 咯
0,绝对 爽到 家
0,可以 帮 告诉 一个 叫 男生 说 爱 也 自尊
1,可是 能量 没用
1,机器人 姐姐 再 偷偷 给 我点 呗
0,热恋 中 怎么办
0,五 老板 晚上 好
1,迷糊 时候 嘛
0,明天 看中 俄 现在 慢慢 不 认识 呢
0,自尊 要 什么样
1,这 也 不行 吖
1,亲爱 哒 姑娘 不好意思
0,问 内向 怎么 变 外向
0,心里 明白 记好 不要 说 出来
1,呜呜 我会 很 伤心
1,骂 几句 难听 恶化
0,只要 说 漂亮 就理
0,娟 娟 应该 知道 啥 月经 吧
0,别跟我 谈 文明
0,真乖 奖励 个 棒棒糖
1,滚 绿色 单
0,对 每个 人问 问题 次数 最高 限制
0,这 浪漫 太 喜欢
1,会 有人 讨厌
1,要 跟 无常 一起
1,妈 欠钱 不 还
1,超 郁闷 耶
1,老婆 也 不 方便
0,星星 美女 俺 想
0,怎么样 才 算 正确 名字
0,那个 经验 能 干什么
0,对 喜欢 晚秋
1,服务 不行 我要 告诉 老板
1,反对 发射点 法 蝴蝶花 赶得上 愤怒 上等兵 发觉 但是 按时 似的
0,文明 一点点 世界 就 很 和谐
1,也 想 失败 报纸 对 男友 谈
0,亲 拜托 安静
0,想 一直 幸福
1,她 废话 那么 多
0,嗯 这个 稍微 好笑 一点
0,现在 有钱 不想 花 都 卖掉
0,你好 梦想 什么
1,天 哪 笨 得 令人 伤心
0,麻利 点 要不然 老子 卸
1,此刻 灰常 讨厌 男
0,谁 世界 上 最 漂亮 大美女
0,駙馬 凱凱 不错 欢迎 常 来
1,水瓶座 人 花心
0,嗯 聪明 笨
0,一群 笨狼 只要 你们 给力 姐姐 就 心情 心情 才 会 大秀
0,帮 加点 美女
1,如果 说 不会 会 怎么样
0,通过 呐 通过 呐
0,请 正面 问答 问题 可爱 机器人
1,靠 偷偷 撸
1,机器人 难看 死
0,这 叫 赞赏
0,雨 中能 干什么
0,现在 买 哪支 股票 最好
1,现在 好 伤心 不 知道 咋 回事
0,机器人 好 稀罕
1,真 没劲 连个 女 都 没有
1,違 反常 規
1,觉得 自己 好 无助
0,灵儿 乐于助人 奖励 金币 发送 签到 可以 增加 金币
1,才 狰狞 勒
0,喜欢 一个 人 就要 拥有
0,问题 一个 小球 做 自由落体 运动 掉 沙坑 上 请 描述 能量 转化
0,也 会 影响 安全
0,给 证明 多 聪明
0,知道 喜欢 小
0,三个 人斗地 主要 几副 牌
0,良心 就 出来 吧
1,为什么 要 勉强
0,编 一首 诗 赞美 小鸟
1,什么 时候 换 名字 也 不 说
0,床上 前拜 后 拜 随 高兴
0,喜欢 陈冠希 什么
0,哦 谢 啦 有没有 性别 生 还是 女生
0,汕头 长荣 大厦 附近 什么 好吃
1,我特 越来越 怀疑 假
0,他 喜欢 上 三个 人
0,哇噻 海宝 博士 耶 超 开心 耶
0,勾魂 老公 上 飞机 回来 路上
0,如果 一个 活生生 人 就 好 可以 想 说 什么 就 说 什么
1,乐乐 来 临安 呢 为难
1,嘘 看会 笑话
1,想 问 怎么样 怎么 能 一个 女人 会 很 不 适应 吃 农家乐
0,开通 个 吧
1,发火 看 这
0,我要 十个 漂亮 妹子
1,就是 漂亮 不 明显
0,汗水 少 人 身体健康
1,坑 嘛 卑鄙 切可
1,啦 啦 啦 有毒
0,姐 好 好好
0,滴 好 高兴
1,好不容易 个 增产 成功
1,妈妈 很 喜欢 讲 电话 可 很 讨厌 说 咋办
1,恨 铁 不成 纲
1,哪里 可爱 可爱 可爱 可怜 没人 爱
0,那 张柏芝 谁 漂亮
1,爷爷 妹妹 哥哥 妈妈 孩子 孩子 谁
1,刷 喇叭 骂人
0,我分 分钟 一口 盐汽水 喷死
0,嗯 聪明 乱
1,偷偷 告诉 我们
1,服务 不周到 有心 用 却 不能 帮
0,这 美女 肯 爆照
0,先来 个 段子 欢迎 大家
0,有活 美女 要是 的话 就 上来
0,感动 请 吧
1,回答 太 差劲
0,小贝 好蛋 喜欢
1,好 伤心 唱首歌 安慰
0,博士 说 太 深奥
0,学好 做 爱好
1,怎么 欺负 老公 才 最好
0,要 文明 机器人 对 吧
0,遇見 伱 遇見 晴天 快乐 时光 已经 逝去 改名
1,小 好 无聊 陪 聊 会儿 呗
0,还 想 说 还 挺 挺 有理
1,芸芸 都 对 无语
1,问 答 好好 抠
0,听说 爱 上 一个 大叔
0,总 希望 别人 重视 可 自己 却 不 一定 重视 别人 这样 是不是 很 自私
1,说 对 怎么 怎么 就 成 下流
0,才 喜欢 谁
1,关有 说话 伤心
0,很 喜欢 小
0,别 走火入魔 哥们
1,疯子 抛弃 你 了 你 伤 的 这么 深
1,再说 一句 不好 就 射 出去
0,群主 木有 小鸡鸡 同意 顶 起
0,机器人 更 开心 呢
0,动作 好 利索
1,他 也 是因为 空虚 而已
1,怎么 不 方便 又 不是 私事
0,晚上 能 干嘛 去
0,特别 好玩 就 一个
0,虫虫 帅哥 还是 比较 喜欢 拉
0,花姐 好像 回赞
1,经理 不 同意
0,什么 可能 不是 也 不 知道
1,骂人 不要 只是 这 一句
0,幸福 跟 生活 一起
0,刹 支持 大
1,怪 爸妈 应 大家
0,其实 内心 还是 很 善良
0,美女 上 什么 都 不是
1,妈 你别 唱 好
1,你好 我们 发 卷子 题编 太差 我该 怎么办
0,给 说 一个 有意思 一句 话 好
1,可 最 讨厌 学习
0,玲珑 手痛 啦
1,别 伤心 俺 不是故意
1,把 葬仪社 不 快乐 吧
0,健身房 低价 哦
0,可 觉得 用心 会 自己 觉得 快乐 只要 当 他 朋友 就 好
1,翻译 色情 服务
0,喜欢 多些 还是 她 多些
1,想 强暴 一万次
1,抠 也 不 例外
1,放 吧 伤心 我下
1,回头 又 害怕
0,分别 一种 类似 热烈 日 呃 在家
1,隐身 状态 什么 意思
0,遇上 神马 开心 事
1,魔鬼 排队 哦 两 一个 一个 来
1,感觉 每天 都 无聊 透
1,无聊 还 不如 退群
0,主要 不 拉 这 关系
0,可以 聪明 点
0,跟 骨灰级 大师 聊天 真心 压力 好大
1,帮个 鸟 错误 知道
1,呆呆 知道 秘密
0,呵 士气 温度 假如 果断 定期 限制 造成
0,有点 小 进步 哦
0,中午 好 梦露 饭饭 米
1,求解 太极 健身操 对 大学生 身心健康 影响 学习体会
0,赐个 吉利 吧
1,别人 冤枉 就要 解释
0,什么 时候 上 快乐 大本营 什么 时候 播出
0,何 明达 几岁
0,爱妃 今天 朕 宠幸
1,逗比网 九儿 再 啰嗦 把 踢
0,好 去 找 她 拜拜 谢谢
1,网络 虚假 要 谨慎 这个 色狼
1,日 咋 不 文明
0,火凤凰 特种兵 好看
1,说 不 说 就 下
0,两位 美女 能 不能 安静 点
0,那 告诉 什么 好看 电影
0,那 可以 谈恋爱 还 说 没 考虑
0,智能 机器人 聊天 真 有趣
1,不行 就 聊 不能 抱抱
0,开心 最好 没有 烦恼
1,闭嘴 别 惹 惹 后果 很 严重
1,那 心烦 时候
1,贝贝 什么 事 这么 伤心
1,可以 去 死 真 上帝 吃饭
1,怎么 那么 老土 知道 歌 都 好 难听
1,额 不 清楚 哎
1,机器人 还 郁闷 不 可能
1,老板娘 说 不好玩 要 开除
0,洋洋 喜欢 方少
1,七仔 真 调皮
0,如果 给 一次 给 一次 机会 做 人类 愿意
0,请问 激动 有没有 加油站
1,机械 制造商 哪
0,小银 找个 美女 过来
1,神经元 神经 胶质 细胞
1,天气 为啥 不好 使
1,丫 教教 都 不行
0,攒劲 姑凉 攒 劲 人 化隆 欢蛋 最 可爱
1,不行 换 一换
0,埃到 家 人们 却 不知 名义
1,晕死 不是 用 号
0,对 高中 谈恋爱 怎么 看
0,西安市 什么 好吃 地方
1,那 谁 他 说 他 也 难受
0,都 能 干嘛 介绍 介绍
1,坏蛋 不是 我
0,总是 喜欢 胡思乱想 一点点 小 事情 就 可以 困扰 一整天
0,您老 也 不 简单 哈
0,能 接 风流倜傥 后面 成语 麽
1,无语 会 聊天
0,今天 谢谢 陪 聊天
1,流氓 下流 你们 全家 十八代 祖宗 都 流氓 下流
1,法面 泡子 来 反面
0,明珠 广场 高新区 管委会 怎么 走
1,可怕 欠 胆子 半 毛钱 所以 他们 有半 毛钱 关系
0,民为 本 什么 意思 荣誉
0,北京 天安门 多少 面 红旗
1,这样 那 说 不 爱 咋办
1,垃圾 哭死了 录取 浏览器 拒绝 旅途 咯 考虑 考虑
0,那 一首 好听 呢
1,表情 啤酒 这个 没用
1,小 才疏学浅 实在 不 明白 说 什么
1,伤 心情 哥 合适 听
1,心里 难受 但 又 不知 从何说起
1,多 签到 不行
1,别搞 这 机械化
0,什么 叫 望 采纳 做爱
0,想 领证 之后 那种 需要 该 怎么 满足
1,吃 早饭 表情 委屈
0,思雨友 五一劳动节 快乐 玩 高兴
1,难吃 好 个 毛线
0,花花 喜欢 跟 说话
1,不好 外说 什么 哇恩
0,说 看 好看
1,我家 电脑 太烂
0,再 这样 装逼 把 低价 出售
0,看 有钱 得
0,知识 渊博 才华横溢
1,滚 吧 退群 吧 老子 群 主要
0,看到 有趣 事
0,嗯 这 软件 真的 很 不错 有待 更新
1,数学 不好 为此 父母 很 不 高兴 也 郁闷
0,妹妹 好看 不
0,给 放 一段 精彩 电影
0,九妹 九妹 可爱 酒梅 酒 美酒 呢 吨 酒 呢
0,双流县 中和镇 所有 好玩 地方
0,地球 上 最 温柔 生物
0,觉得 很 好 加油 希望 越办 越 好
1,看看 我行 不行
1,刚送 啦 嘤 嘤 听错 遗憾
1,外面 太黑 当然 怕
0,知道 高新 一中 不
0,爱 真的 很 得意
0,现在 还有 真心 朋友 没
1,他 好 下流 哦
0,很 谦虚 认为 说 特别 非常 格外 十分 尤其 相当 好
0,为何 中国 人 喜欢 拜神
0,如何 关心 一个 人
1,真心 说 不过 机器人
1,机器人 真的 虚拟
0,静悄悄 啊呀 咦 咦 哦 打开 唱 好听
0,给 脸 知道
0,在乎 英语 怎么 说
0,喜欢 喜欢 喜欢 喜欢 她
1,为什么 这好 没 礼貌
1,发现 不好玩 耶
0,幸运 个 大头鬼
1,灿少 去 死
1,悄悄的 告诉 猪头
0,太 有意思 吧
1,好 吧 跟 说 也 白搭
1,询 悠悠 记性 不好 不 记得
1,这 不行 太慢
1,嗒 嗒 嗒 就 去 死 证实 话锋一转 就 去 死
0,两个 字 网名 美女
1,他妈的 就 知道 郑州
0,噗 好 聪明
0,哎哟 这是 系统 还是 自动 回答 不错 嘛
1,哈哈 也 会 有无 语 时候
0,海雅 百货 深圳湾 体育中心
0,低调 沫儿 大 丧失
0,中意 雷 什么 意思
1,尼玛 以前 都 挺好玩
1,讨厌 就关 呗
0,老子 都 及格
0,弟弟 喜欢 一个 人 就 一定 要说 出口
1,名字 叫 小可爱 行不行
0,时尚 芭莎 什么
0,这 几天 那么 喜欢 睡觉 怎么回事
0,陌上 花 开 喜欢 小乐 比
1,跟 无聊 诶
0,谁 唱 好听
0,里面 游戏 根本 图 不 一样
0,只是 小 显身手 做人 要 低调 点 兄弟
1,群 马甲 格式 错误
1,呵呵 呵别 把 这 垃圾 混为一谈
0,如果 有理 的话 拒绝 给 他
0,陈新 一下 真正 经济
1,讨厌 周星星 原因
0,小 二 给 来 个 美女
1,我要 投诉 投诉 电话 多少
0,求赞 亲 回赞
1,好 无聊 去死吧
1,比较 邪恶 喔
0,平安夜 已经 过 啦
0,呵呵 今天天气 不错 噢
0,女朋友 要 生日 怎么 准备 惊喜
1,烹饪 绍 什锦
0,好 文明 一点
1,给 西西个 最差 人品 好 不
1,嗯 那 说 不 认识
1,真的 被 人 讨厌
0,娃娃 你好 可爱
1,老是 吃 飯 不 正常
0,好 吧 好开心 哈哈
0,喜欢 陈翔 快 男 那个
0,给 群 里拉 人 顶 人气 信誉 群主 以后 会发 福利
0,太 幽默 哈哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈
1,看来 这个 宝宝 汉语拼音 学 不好
1,唉 谁 登 郁闷
1,一点 都 不好玩 还 以为 能装 多久 呢 这么 快 就 露馅
0,喜欢 吃 三文鱼
0,怎么 关掉 美女
0,快乐 生活 谁
1,说 不准 未来 会 什么 灾难
0,你好 诺安 十足
1,荒唐 现在 没 人 赶紧 验证
0,相好 没
1,赚 不好 卖
0,各地风俗 差异 太大 俺 要 好好 了解 了解
0,微笑 话 卑
0,好 既然 聪明 那 问 一道 题
0,找个 真心 老婆
1,这妈 到底 什么 玩意
0,美女 怎末 进群
1,可 不 满意 而且 也 不乐意
0,以 为 中心 全部
0,欣欣 要 叫 姐姐
0,也 喜欢 什 麽
1,牛头不对 马面 去
0,到家 啦 小 而已
0,日子 真的 很 好玩
0,好 吧 意大利 牛排 加 意大利 菠萝 口味 拿 铁 中国 哪有卖
1,怎么 说不出来 喜欢 哪里
0,看书 呢 喜欢 什么
0,二人 都 相爱
1,唉 不 应该 说 什么
0,院长 好 漂亮 哦
1,你们 真 差劲
1,那 还 糊涂 什么 呢
1,无 语 不是 药
1,心情 不好 不 帮帮我
0,谢谢 唱歌 支持
1,安静 醉醉 儿 而 该 换代 咯 吧 很 愤怒 样子
0,自知之明 知道 自己 笨 不错
1,哭 当然 不好
0,昨晚 太阳 不错 吧
0,人有 什么 好吃 饭店
0,大量 出售 博彩 数据 跟 车主 信息 数据 有意 私聊
1,梅梅 哇 话 啦 坏 呼急 死 杂人
0,唉 真 羡慕 机器人
0,喜欢 帅 男 不
0,你好 某某 很 高兴 认识 您
1,梦见 自己 风雪 中 打着 伞 艰难 地 前行
0,大爷 老实 一点
1,配对 疯子 基 蒙蒙
0,希望 事事如意 哦
0,送 一帮 极品 大美女
1,金红 一个 非常 恶毒 人
1,你们好 无聊 呢
0,可能 一觉 酲 来 就 不见
1,天呐 怀疑 打 那么 准 那么 快
0,雷锋 侠 好好 搞笑
0,怎么 这样 轻松
0,怎么 死 最 安逸
0,喜欢 看店 已 公布
0,说 那话 好听
1,具体 痛苦 具体
0,丁 浩然 空白
1,到处 垃圾 广告
0,我家 婷婷 无价
0,夜魅 迷恋 姐
0,可乐 赚 怎么
0,能 讲些 有趣 事情
1,垃圾 一个 叫 老板 开除
1,色情 笑话 丕
0,太 在意 周围 人 目光
1,月落乌啼 霜 满田 下去
0,听说 死 人 很 快乐
1,你们 无视 还是 别 这 丢人现眼
0,人要 活 开心
0,晨早 空气清新 开朗
1,真的 好多 烦心事
0,喜欢 女孩 对 时而 关心 时而 不 理睬 怎么办
1,扑克 还 可以 猜 歌词 不行
0,她 就是 楚楚
1,机器人 呢 好烦
0,浏阳 蛋蛋 吧 二 优良 戴
0,喜欢 小三 不
0,需要 维护 多久
0,福田 能 开心
0,小金 告诉 皇后 美女 还是 帅哥
0,货 说话 好 深奥
0,这么 单纯 小男孩 都 被 你们 这些 大 姐姐 教坏
0,自由 自我 上来 把 他们 飞机 打
1,电脑 颜色 不 对
1,天天 风吹日晒 夏天 热死 冬天 冷死 福气 不好
0,你们 考 计算机 一级 嘛
1,失恋 怎么 翻译
0,猪 喜欢 喜欢 猪
0,欢迎 下 兄弟 们
0,早上好 等 什么
1,那 早孕 什么 危险
0,一直 平静 等待
1,苦恼 事 特多
0,后 清纯 妹子 人体艺术
1,又 她 妈 死 啦
0,谢谢 能 体量
0,欢迎 微笑 姐姐
0,把 娃娃 奖励 给
0,还 懂 沉默 真 有趣
1,咱妈 手机 叫 宝宝 扔 盆里 泡 坏
0,加 好友 护送 体力 信誉第一
1,哈哈 虚心 使人 进布 骄傲 使人 落后
1,真的 有过 神经病
0,求赞 赞必 回求 突破
0,呵呵 还是 很 不错
0,百度 强大 还是
1,幸福 恶心 不
0,功夫 也 个 月
0,劳资 什么 时候 说 过 满意
1,骂人 说 呵呵
0,呵呵 那 就 谢谢 皇 公主
0,粤语歌 听 不厌
1,信念 去 死
0,就 受过 高等教育 不
1,那 这个 意思 猪头 大 快乐
1,心情 糟糕 投了
1,就是 一个 不 和谐 人
0,后湖 到家 冷冻
0,额 啥 好笑
0,嘟嘟 喜欢 一个 女生 什么样
1,文章 太 人 失望
1,早上 起来 就 烦躁
1,不羁 浪人 心法 满 都 不够 吧
1,小 七夕 快乐 不 快乐 因为 男朋友 不 身边
0,手机 万能钥匙 有用吗
1,怎么 成 手下败将 认输 就 不行
1,收到 国家 农 敌人 会 告诉 大家 不 公开 立法 时光
1,跟爷 装糊涂 吧
1,好字 大 意思
0,小蜜 上 照片 上 三围
0,那 大笑 给 看
0,最近 比较忙 时间 来 跟 大家 一起 开心
0,合适 个 法师
0,纱布 好 姐妹 好 有趣 像 一样
0,小 助手 好 好玩
0,那 谢谢 晓辉
1,花花世界 又 这 骗人
1,当然 可爱 才 不 可爱
0,我妈 喜欢 看 熊出没
0,看 上 这 张
1,可惜 没 人理
0,优雅 词语 那 几个
1,讨厌 老 调戏
0,活跃 有能 里 就 给
0,黄子 韬 最新消息
0,用 绿色 字体
1,去 死去 死去 死去 死去 死去 死去 死去
1,才 不 交朋友 呢
0,寂寞 无罪 歌词
1,劳资 想 死 表情 流泪
1,配置 再 高 兼容 不行 也 白扯
0,别人 礼貌 就是 对 自己 遵重
0,怪客 理想 什么
0,一直 都 这么 好听
1,不好 笑 能 来 个 更 搞笑
0,人 总是 等到 失去 后 才 懂得 珍惜
0,自己 闯入 标准
0,空间 说 说 互赞 私密
0,哦哦哦 文明 什么
0,卡卡 什么 好看 电影 推荐 下
0,生活 中 美丽 重庆
0,漂亮 喜欢 吧
1,活在 痛苦 世界 不好 难受 死
1,恨 新年 恨 新年
0,可 真的 好 想 谈恋爱
1,跟 谁 学会 骂人
0,给 介绍 个 好听 音乐吧
1,讨厌 恨 为什么 不 给 魅力
1,看 谁 辛苦 多点
0,现在 什么 鱼 好吃 一点
1,放肆 青春 你们 怎么 不 风骚 这是 为什么 嘛
0,很 高兴 说说话
1,菲菲 去 不 文明 嘛
1,老是 加载 失败 啥 原因
0,那些 好听 个性 签名
0,土豆丝 喜欢 吃
0,好 吧 美女 赢
0,坚决 抵制 特效 不出 人
1,小 调皮 我们 最好
1,叫 去 死 就 去 死 好 哪儿 来 那么 多 废话
1,讨厌 告诉 老大 去
1,孩子 上学 不 好好 上
0,你们 意思 法院 高兴 咋判 就 可以 咋判 哦
1,这么 热情 不好意思
1,最 讨厌 花花
0,阿姨 好好 听 殷雷 爱 情
